accuracy,precision_macro,recall_macro,f1_macro,roc_auc,pr_auc,C,features
0.8854376764824526,0.8862122929955419,0.8853570824166526,0.8853636392057149,0.9542519884921307,0.9545054502410564,0.25,word
0.891085114965712,0.8914831279967991,0.8910280276501296,0.891045951056382,0.9592845659163989,0.9593528783707421,0.5,word
0.8969342476805163,0.8971674386529416,0.8968911503963966,0.896910657935325,0.963198413111681,0.9630594944213088,1.0,word
0.9035901573215006,0.9038201880539619,0.9035478800265566,0.9035686756274992,0.9658812502440866,0.9655162428997562,2.0,word
0.9084308188785801,0.9086190727389953,0.9083929989455459,0.9084135908409197,0.9673330773136156,0.9667149740842683,4.0,word
0.9062121823315853,0.9064210009220728,0.9061721363760626,0.9061929452514885,0.9678464727859719,0.9670938092998129,8.0,word
